Message,Encrypt,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Result
BEING A S CHILD I TRULY ENJOYED THIS SHOW AND I CAN PROUDLY SAY THAT I ENJOYED IT BIG TIME AND EVEN MORE THAN THE CLASSICAL WB CARTOONSI DONT KNOW WHY EARLY S CARTOONS HAD SOMETHING SPECIAL I DONT KNO,EUUQW M V STLBP L JDXBK HDVROQG JTLI EKEI DDP L SMQ FDRKPOO EDO FKQF L UZMEKHT UW RUJ JUPU MQT QYUZ PEDH JTDD FKU OOQEVYODB IE SMUJARDEL TAQJ WQEI ZXK HQDOO E FQDWEAQI TDT ERCQWXUQW ESUOLQX L TAQJ WQE,15,14,14,14,13,13,11,9,9,7,7,7,6,4,3,3,3,2,2,2,2,1,0,0,0,0,1
SEND THEM TO THE FREEZER THIS IS THE SOLUTION TWO BUTCHERS FIND AFTER THEY DISCOVER THE POPULARITY OF SELLING HUMAN FLESH AN INCREDIBLE STORY WITH HUMOR AND POSSIBLE ALLEGORIES THAT MAKE IT MUCH MORE ,OZOZ OIAH UK OIA ASAZAAM UDDT EN UDZ TKGVPDPJ OXK WVPXIAMT BDOZ VGPZS PCFU YJOXPRZS PCF LJQQGBNDUU JG OZMHDOC CVIVO BGFOC BJ DOYMFZDCHZ TPJSU RJPC IQHPN VOZ KPONJXGF WGMABPNDFO OIWO NWFF EO NQXI IJSA ,21,17,13,13,12,12,11,9,8,8,6,6,5,5,4,3,3,3,2,2,1,1,1,0,0,0,1
MY LOCAL PBS STATION WHYY PHILADELPHIA RECENTLY SHOWED THE ELEGANT UNIVERSE AFTER THREE HOURS OF WATCHING IT BESIDES HAVING MY BRAIN HURT I LEARNED ALL ABOUT WORMHOLES QUANTUM MECHANICS AND PARALLEL R,OQ FQUUN HVU KNCLCQF QJQS RZCNSXGDJJAU TWWGFNNQ MJGQGV NJW YNWACFN WFCXWLUW UHLYT LBTWY JGOTK IH OUVUBKFA KL VGKCFWM JSPKFA OQ VTSCP ZOTL C NWUTFYF SFN SVQMN YGLOZINWM SMUPLOO EYEZUPAWU SHF HUTSFNWF T,19,17,13,12,12,11,11,11,9,8,6,5,5,5,5,4,4,4,3,2,2,1,0,0,0,0,1
NEVER POSTED ANYTHING HERE BEFORE BUT AFTER WATCHING NOROI I JUST FELT THAT I HAD TO WRITE DOWN MY THOUGHTS ABOUT ITFIRSTLY DO NOT COMPARE THIS TO BLAIR WITCH THIS MOVIE DESERVES FAR BETTER THAN THAT ,TGLKT FUUJKF QTAJNKDM JUXG RKHEXG RAV QLVUX YQZEXOPW TQHUK Y PWIZ HURV JNCJ O JQJ VE CTYZG TUYD SA JNQKMJJY CRUWJ OVVOTIZNO JQ DUV SUOFGTU ZJYY VE HNQOT MOVSN VXOU CUXYK FUYGHBGI LCH HGJZGH ZJQT VXGV ,26,17,13,13,12,12,11,8,8,5,5,5,4,4,3,3,3,3,3,3,2,1,0,0,0,0,1
BEWARE MY LOVELY CAME ON TV ON BBC RECENTLY DURING THE EARLY HOURS SO I SET THE VIDEO TO RECORD IT AND WAS PLEASED I DIDA MAN FINDS A DEAD WOMAN SO HE ESCAPES SO HE DONT GET THE BLAME FOR HER MURDER A,MOPLBX XI EZFXWI VLWX ZX MG YG MLV COVPXMWI WFBBYQ MSO XLBEJ RHFBL DY B DOM ERX GSWPY MZ BXNYKO SM LXW HKL AVXLCXO S WTNT XKG QSGOC T OOTO GHXKG DY AP OLNKIPC LZ RX OYGE QXE DAP LELWX QYK SOK XEKOOK L,24,14,13,12,11,10,10,9,7,7,6,6,5,4,4,3,3,3,2,2,2,0,0,0,0,0,1
I SAW THIS FILM A WEEK AGO AND I HAD TO PERSUADE MY FRIEND TO COME WITH ME BECAUSE THIS FILM SEEMS TO BE GETTING SUCH BAD REVIEWS SURE IT IS NO HUMAN TRAFFIC OR LOCK STOCK BUT IS BY NO MEANS A FLOP I ,O RLC SSOR QOKX G VPKJ LMN LTC T NZO ZN AKQDAZOK LJ LQTKMO ZN NULP CHEN LP HDNGTDK SSOR QOKX YDPSR EU AP MDEZHYM RFIG MGC CKUTKVD YTCK HE OR YU GFSZY ZQLLETI NC RNNQ REUBV HTE OR ME MZ SDLTR L LKZV H ,17,15,14,12,12,11,8,7,6,6,6,6,6,5,5,4,4,3,3,2,2,1,0,0,0,0,1
I SAW THE TRAILER AND READ SOME REVIEWS AND I HAD LOW EXPECTATIONS FOR THIS MOVIE I WAS PLEASANTLY SURPRISED WHILE THE PLOT IS A LITTLE OFFBEAT EVERYBODY IN THE MAKING OF THIS MOVIE PULLED OFF A PLEAS,F JPT KWB KGXZABI PKU GBRS PFBB ITSZTTJ PKU X ERS IFL BOEBTIXKXLEH CFG QYXP DDSZT F NPP GABRHXEIIP HRIEOZHBU LEZAB KWB GALK XP R AFKIIV DCWQBRI BMTOPQLUN FE IEV BXBXKX DC KWFJ BLMXB GJICTA FUC R EIVPP,21,16,15,13,12,11,11,8,7,7,6,6,6,5,4,4,3,2,2,1,1,1,1,0,0,0,1
JOHNNY KNOXVILLE AND THE BOYS OF JACKASS GO OVER THE TOP FOR JACKASS NUMBER TWO AT A PRESS SCREENING THE LAUGHTER WAS SO LOUD AND RAUCOUS IT WAS HARD TO HEAR ALL THE DIALOG THE STUNTS ARE OVER THE TOP,YGVCFM ZFCMNWADS PFR IZS QGMH GT YSQZSGH YC DNSG LVT LCE XCG BORCOHK BJEPTJ HLG OI S DGWGH KQGWSCABV LVT DOJYVIWF LSG HG ZDMR PFR GSIRGIH AH LSG WSFS LC WWOG SZA LVT VWPDCV LVT KHJFHH SFT GJTJ HWW HDH,17,16,16,15,14,11,10,9,7,6,5,4,4,4,3,3,3,3,3,2,2,2,1,1,0,0,1
WELL LET ME PUT IT THIS WAY  I HAVE ALWAYS BEEN ONE OF THE HARDCORE BROTHERS IVE ALWAYS LOVED ROCK MUSIC AND ESPECIALLY HEAVY METAL THATS WHY THIS MOVIE IS LIKE A GIFT FROM GOD I BELIEVE THIS MOVIE IS,CSHR ZAZ AA VIP OH PNWO COU  O VWBS WRKWEG XKSJ UBA UT PNS DGFZICNK PNUHDKFO OJA GZSGMO RCRKR NUQG SIOOQ WTR AYDAIWWRZU NSWBM IKHWR HDGHO CVU ZVEY AKBWA OG HOYA G UELH BXCI MCZ O PARWABS PNWO SCROS EY,22,16,13,12,11,11,10,10,7,6,6,6,5,4,4,3,3,3,2,2,2,2,0,0,0,0,1
THIS GAME HAS CARTOON GRAPHICS NOT MUCH VIOLENCE AND REALLY SHORT LEVELS  THEN WHY DO PEOPLE SAY IT IS SO BRILLIANT BECAUSE IT ALWAYS HOLDS YOUR ATTENTION IT CAPTIVATES YOU AND REFUSES TO LET GO YOU W,XTEW SWQQ DEE YEDPSAJ KDWTTEGE JSF IYOD ZUKPQJGQ WRP NIMHPK OLANX XAZQHW  FDIZ SLK ZS BASBHI EWC UP ME OS NNMXHMMJX NAGMQWQ EX MHAMUW TKPPO CAQV MPXQJXUKR UP GMLXUREFAW KKY MJH DAJGOIE PS XAX SK CAQ A,16,16,15,15,14,11,11,9,8,7,7,6,6,4,4,3,3,3,2,2,1,0,0,0,0,0,1
THIS IS A TRULY WONDERFUL LOVE STORY I LIKED THE SONGS HOWEVER EVEN IF YOU DO NOT YOU HAVE TO LOVE THE STORY PETER OTOOLE IS AT HIS BEST AND PETULA CLARK IS DOING FINE AS WELL I FIRST SAW THIS WHEN I ,IBVH CF P NEJFL LIASYEUOY AIIT MGDLL X FVZYQ IBR HIAVM UDQRKYE TPRC CS NIH SI ADN LDO UPPR II YDPR IBR HNBGS CTNRG IGDIYT CF PN UXM OTMG PHQ EYGJFN RFNGE VH XBXHT UCAT UF LYYA C SXLFI MNL NUXM JWYA X ,19,16,15,14,14,10,8,8,8,8,5,5,5,5,5,4,2,2,2,1,1,0,0,0,0,0,1
MISHIMA  A LIFE IN FOUR CHAPTERS IS IN MY OPINION THE BEST PAUL SCHRADER FILM TO THIS DAY MESMORIZING CINEMATOGRAPHY ACCOMPANIED WITH PHILIP GLASS MYSTICAL MUSICAL SCORE ADDED A COMPLETELY MAGICAL AUR,TJQOJKH  B JPGC PO DVVP JIYWUCYT GZ JL TZ MWJLPPL AIC IFQA QYBM QJIPHECY GGSN RV UFPT BHZ KLTKVSGGJLN DGUFKHUMNSYWIW HDAVNNHOGLE UPUF WIGSJN NMYZT KFTRPDYS NSZJAHM QJPPL BBKFB H DMTQJLUCSZ KHHGJBJ HVP,20,18,12,12,12,10,10,9,9,8,8,8,7,6,5,4,4,3,1,1,1,0,0,0,0,0,1
I HAVE BEEN AN AVID CHIPMUNK FAN SINCE THE LATE S  EARLY S WHEN THIS MOVIE CAME OUT IT WAS A MUST TO SEE IT AND AFTER SEEING IT I WENT RIGHT OVER AND BOUGHT IT THE MOVIE IS GREAT I LOVE THE ANIMATED A,P HBCE CLEO HN BCIE JHJWMVUK GHN TPNDL TIL LBAE T  LASSY T DHFU TIPS NVVJL CBTE PBT JA WBZ A NBSU AO TLE JA AOK AGAES ZEFPNH PT J DEOA RJNHU VVFY AOK BPBGIA IU AHF TOWPE JZ GSLAU P LPCE UOE BUINHTFK A,23,18,17,16,11,9,9,7,6,6,5,4,4,4,3,3,3,2,2,1,1,1,0,0,0,0,1
REMARKABLY WELL DONE BUT UNDERRECOGNIZED BECAUSE OF LIMITED DISTRIBUTION HAS BIGSTUDIO FEEL UNDERSTANDS THE HORROR GENRE SPEEDS ALONG WITH CLEVER PLOT TWISTS AND NEVER STUMBLES COULD HAVE BEEN A COLLE,EGFNTDNDEL YXYN WBPX OWM HPWRTKREHTPBMGW OGVNWLR QY YKFVVXQ FBFVKVDNGKHA JTF DBTUMHFBB HXRN NAFXEUMNPWF VAR JHETHE IXATX FRXRFL NNHAI PVVA PNXIGK CNHG VPVUMF CGQ PXIGK FVNZDERU VBWEQ JTIG URGG N EHYNX,26,12,12,12,12,11,11,11,10,9,8,7,5,5,4,3,3,3,2,2,1,1,1,0,0,0,1
JOHN AND HIS WIFE EMILY ACCOMPANIED BY THEIR CHILD EDWARD VENTURE FROM THE COMFORTABLE ENVIRONS OF SUBURBIA TO THE VILLAGE WHERE THE HUSBAND SPENT SOME OF HIS CHILDHOOD THERE HAS BEEN A DEATH IN THE F,BOWF ACV HXK WXXE TEIAQ ARUOBHACAES TY IZEXJ CWALS WDLSRS NECLUGW FGGM IZE RGMUGRISBAW ECNIGGNH GF HMBJJBXS TD LHT NIADAVW WWWRT LHT ZUHTACV SEWNI KOBW OU ZIH UHXDDWGOS LHTJE WSS QWEC S DTSTW AN IZE U,23,16,12,12,11,11,10,9,9,8,6,6,6,5,5,4,3,3,2,2,1,1,0,0,0,0,1
THE CINEMA OF THE S WAS AS MUCH AS TIME OF REVOLUTION AS THE POLITICS AND THE MUSIC FILMMAKERS WERE DARING TO MAKE AVANTGARDE FILMS DISCUSSING TABOO SUBJECTS ONLY PERMITTED BEFORE IN EXPLOITATION FILM,HXR QYASCN CV GVU F KQF OI ZISU OI GWCR CV ESLBZKGWEA OI GVU CCBVHYPG QAR JUS CHGYP TYYACNYUEG MRFU QOHVBW GC CNYU NJQAHWNFTR TYYAI QWIPIIFWDT HQOCE FIRWSSGG EAZO CSHZWJGST OSVBFU VB UKDBBWJNHYBB VVZC,18,16,15,14,14,12,10,9,7,7,6,6,5,5,5,3,3,3,2,2,2,1,1,1,0,0,1
CROSSFIRE GREAT MESSAGE GREAT SYMBOLISM VERY GOOD MOVIEITS HARD TO GO TOTALLY WRONG WITH ROBERT MITCHUM ROBERT YOUNG AND ROBERT RYAN ALL TOGETHER AS THE THREE MALE LEADS AND WITH DIRECTOR EDWARD DMYTR,XSYNTPDSO BSOVU WZTCVHO BSOVU CTNLJMSNN FZSI BPYY NYQJODUC CBBY UY BP DJUKGMI RSYIH GDUR MPLZSD HJDXIEH SYWFBO ZYPOQ VON MPLZSD MZKI BVG UYBFDCFB VT DCF DCSOZ NKGF VZBNN BXY XSOI NDSOXUYM FNRBBY EWTUB,20,19,18,15,13,9,9,8,8,8,7,7,6,5,4,4,3,2,2,1,0,0,0,0,0,0,1
WOW ITS BEEN QUITE A WHILE SINCE IVE WATCHED ANYTHING SO MYSTERIOUS IN THE WAY IT IS PORTRAYEDA DETECTIVE STORY USES OLD FASHIONED BLACK AND WHITE IMAGES TO PORTRAY A PRIVATE INVESTIGATOR WHO DRESSES ,GWF SBB LMNX YDSBN K EQSTN CQWMM RFM FKBLRMM KVHDPRXO BY UHCBNBQXEA RX BQO EJI QC SA YYZCBIHOLJ NMCOKCSDN CBXBG DCMB YTM PIBRQXXMM LTJMS JXL FRQCO QVKONC BX ZWADZJI I YBQEKBN SVEOACSOJDWA GPX NZNCANC ,21,17,17,15,14,11,9,8,7,7,7,6,4,4,3,3,3,3,2,2,1,1,1,0,0,0,1
SET IN  HONG KONG IN TURBULENT TIMES AS WE ARE INFORMED THIS EXTREMELY INTIMATE STORY OF A FAILED ROMANCE BETWEEN A TWO MARRIED PEOPLE TIED TO THEIR TRADITIONS MANAGES TO RECALL THE ESSENCE OF OLD HOL,WSS MB  GSBF OCMK WM XIQFIKIBS XWLIG ZW KD EFD MBESFLIR SLWR ILSVSLIZX MBSMAZXS RXCQC CE E TZMZDH FNQOMGS AIHVISM E HVS AZVFHIR OICOPS SMSC XC SLSHV HQERHXWNRG LEBZKSR XC QIQZPZ SLS DWGDRQD ST NPR GSZ,26,18,14,13,12,12,11,9,8,7,6,5,4,3,3,3,2,2,2,2,1,1,0,0,0,0,1
BUT GEORGE AND GRACIES ARE NOT AMONG THEM THE MOVIE IS FUN AND THE POOL TABLE SCENE WITH WC FIELDS HAS TO BE AMONG THE FUNNIEST I HAVE EVER SEEN BUT GRACIE AND GEORGE ARE MORE IRRITATING THAN COMICAL ,KXX PHSAJI JQH PUELLIB DVN QSC DQXQK CKIV WLN PSELI RV JDQ EWG XQH TXRP CDFUH WLHRN ZMCK AL IMNOHB KEB WS KH EVRRP WLN IYWQMNVX R KEEH IEHV BHIW EYC JVJFMN DRM JIXUKN DVN PSAH MAUMCDXRQK CKEW FSVLGJO ,25,15,14,13,12,11,10,9,8,7,6,6,4,4,4,4,3,3,2,1,0,0,0,0,0,0,1
I SAW THIS MOVIE WHEN IT WAS BROADCAST ON TELEVISION IN FEBRUARY OF  I WAS IN THE HOSPITAL HAVING JUST GIVEN BIRTH TO MY FIRST AND ONLY CHILD ILL REFRAIN FROM TELLING YOU THE EXTENT TO WHICH I WAS MOV,O HQC IXOH CUKYK LXKC YZ LQY QHUPTIPIZ DD ZTBKKYYXET XD LTRXJQXN EL  X MGH YT IXK WEYEYZPB NPLOCW PJIZ VYBTD HXHZW JU BO LXHYI QTS ETAO IWYRS YRA HKUHGXD LGES IURAYTV OUJ JNT UDIUTI JU LXORX O LQY BEB,20,15,12,12,12,11,10,10,8,8,6,5,5,4,4,3,3,3,3,3,1,1,1,0,0,0,1
AFTER I FIRST SAW THIS I THOUGHT WOW THIS IS THE MOST SPECTACULAR MOVIE VISUALLYSPEAKING IVE EVER SEEN SINCE THAT TIME IVE SEEN SOME THAT TOPPED IT BUT IT STILL RANKS AS ONE OF THE BEST IN THAT DEPART,ZRRDD G EUPRF QZI RGUQ H FFNGEGF UNI RGUQ HE RGQ KNER RBCBFYBGJZD KNHGD HGRGYKXWRBCZWGMS GUQ CUQP RQCM EGMOC STYS FGLQ GUQ QDQL RAKD FFZF RNBNDP GS NSS UR RFGKX PZZIR MQ NZC NR RGQ ZDER HZ RGMR CQNZDR,24,21,17,17,12,9,8,7,6,5,5,5,4,4,3,3,3,2,2,2,2,1,0,0,0,0,1
CONSIDERING THIS FILM WAS RELEASED  YEARS BEFORE I WAS BORN I DONT FEEL TOO BAD FOR OVERLOOKING IT FOR SUCH A LONG TIME BACK IN JANUARY OF  THOUGH I ATTENDED THE SECOND ANNUAL QUENTIN TARANTINO FILM F,KZFATVMCAVR LPTK NTDU HSA CWTPSAPV  GPSZD TMQGZP A ELK JZJV T VWYL NPWT EGW MSL QGZ ZNMCDWZCQYY QE XWC KCNZ I WGVR LQXW JLUS TF RLFCLJG ZX  BSGCRZ Q LLBPFLPV BSW APUWYV IYFCLD YFWVEAV ESZLFBTFW QATX X,16,16,16,14,14,12,10,8,8,7,7,5,5,4,4,4,3,2,2,2,1,1,1,0,0,0,1
I THINK THAT THIS FILM IS ONE OF THE FUNNIEST FILMS I HAVE EVER SEEN I THINK DEBBIE REYNOLDS IS HILARIOUS AND THE CHEMISTRY BETWEEN HER AND GLENN FORD IS PERFECT THERE IS NOT A DULL MOMENT IN THE FILM,I FEIZH TTXT FEIE CIXJ IE LNQ LF FEE RRNZFEEQ FUIME F HMSE QSED PEQK I FEIZH DQYBUB RQVNAIDE FS TFLMOIARS MKD FEE OEEYFSFOY NBTIBEZ EED XNP DLQKN RLRP FS BBRRBCF QHQOE UP NAQ A PRLX JOYBNF FN FEE RFLY,24,19,15,15,12,11,8,8,7,7,6,6,6,3,3,2,2,2,2,1,1,1,0,0,0,0,1
ESTEVEZ MARTIN SHEEN AND KATHY BATES ARE SUPERB IN THIS PORTRAYAL OF A VIETNAM VET HOME FROM THE WAR BUT STILL HAUNTED BY IT BATES PLAYS A CLUELESS MOTHER WHO JUST WANTS THE FAMILY TO BE A FAMILY SHEE,BTLBWWW NSOUAK TZBFF XOV HBLEZ TXUWP BJB TMMFJY JF QIAP QGOUJXZSI PX X WABUFXN NBU ZLNW CSGJ UZB XSO CMQ TLFMD EBMKUWA CQ FU TXUWP QDXZK X DDRFDBTK JPLEFJ TIG GVKQ XSKUK QIW CBEFMQ QP TB B XXNAIZ KEFW,21,19,18,13,10,8,8,8,7,7,7,6,6,5,4,3,3,3,2,1,1,1,1,0,0,0,1
DESPITE THIS PRODUCTION HAVING RECEIVED A NUMBER OF POOR REVIEWS IT ACTUALLY HOLDS UP QUITE WELL FOR ITS AGE NOTE ALSO THAT IT IS NOT A BBC PROGRAMME IT WAS SIMPLY LICENSED TO THEM BY GRANADA VENTURES,MXDYBEN MSRL AAHODVERHY QTGRGR AXNNBGNW L WNXKXC XY AXHC AXGRXHB BE JVEDTWUR SXEOB NA ZNTCX HNEW OHC RMD JZP WHEN TWBH EQTE RM TB GZC T MKV AAHRATXVX TC PLB LTVIWH ETLXYBXO CH EQXX KR RATYJWL EXYCNCNL,18,16,14,13,12,11,10,8,8,6,6,6,5,5,5,4,4,4,3,3,2,1,0,0,0,0,1
THE FACT THAT THERE WAS SO MUCH FUSS IS IRONIC AS THE WHOLE POINT OF THE PROGRAMME WAS TO HIGHLIGHT THE WAY THE MEDIA TREAT SUCH TABOO SUBJECTS SUCH AS PAEDOPHILIA THE NEWSDESK SET THE SUITS THE SMUG ,QZF CSDQ LIXL UEWSB OBP KP JMDE XVPK JP ASLFJZ ST QZF TZPIW QLAOQ GG QZF MJPDJBJEF TST QG IFYIIAHEL UEW XXQ UEW NBVJX LSBSU PMDE LBYGP PMCGWDQK TRUI XK QXWELHIFDJX LIB FFTKEBKL PWU QZF PMJQK UEW TJMH ,21,19,18,18,13,10,10,7,6,5,5,5,4,4,3,3,3,3,2,1,1,1,0,0,0,0,1
THOMAS MANNS CONTROVERSIAL NOVEL IS THE BASIS FOR THE FILM A DEATH IN VENICE  ALTHOUGH IN THE BOOK THE HERO IS AN AUTHOR IN THE FILM THE DIRECTOR LUCHINO VISCONTI WHO ALSO WROTE THE SCREENPLAY TRANSFO,VRHOKL OKGPC VQXMTYOGBLKKE PYOGV BU DAG LTUSL HYK VRX HSEO K WGKMJ SG XOGKMX  CVMJYNIR BP DAG LHQU MJO AGBH KC TP KNVRHT SG VRX HSEO DAG NBTOVVYK NEVJSGQ FBUMHPDB YRH CVLQ GKQDX VRX UMKGOGRVTA DKCXLHY,17,17,16,15,14,13,12,11,10,8,6,4,4,4,3,2,2,2,1,1,1,1,0,0,0,0,1
THE MOVIE HAS TAKEN A LITTLE FLACK FOR PLAYING FAST AND LOOSE WITH THE FACTS BUT IT WILL PUT YOU CLOSE TO BEING IN A TIME AND PLACE THAT NO LONGER EXIST BY GETTING TO THE FEELINGAS KEITH RICHARDS REMA,TMU MTLIJ XAX JAPUN F BIYJLJ VLFSK KER UBADYNL VAXJ AST LTESJ MIYX TMU FFSTX RUY YT BYLQ FUY OOZ SLTIE YE BJYNL YN F JIRU AST PQQCJ JHFJ NT BOSWEW UXNIT GO GJJTNDG YE TMU FJULNDGFI KJYTM HIHXAWTS WUMF,21,18,15,14,11,10,10,8,8,6,5,5,5,3,3,3,3,3,3,3,2,1,1,0,0,0,1
THE MAGNIFICENT GRETA GARBO IS IN TOP FORM IN THIS HER FIRST TALKIE SHE GETS FINE SUPPORT FROM THE REST OF THE CAST WHICH INCLUDES CHARLES BICKFORD THE RUGGED SAILOR WHO CAPTURES HER HEART MS GARBO GI,MQQ FJSGRRBLQGC SKNFT PMKKA BB UG CAI OAKV UG CTBB TXA RBAEM CMETUX BTX PQMB RBWQ LDBIXDM ODHV FAN DXBF HO FAN OTBF PQUVQ UGLXNMQL LTTAXXB NBLWYXDW CTX AGZPQW BMBUAK FTH LMICGKNE AND ANMKC YL PMKKA ZR,18,16,16,14,13,13,10,10,8,7,7,6,4,4,4,4,3,3,2,2,0,0,0,0,0,0,1
THE NYT REVIEW SAYS THAT SIGOURNEY WEAVERS CHARACTER IS TAUT AND FRUSTRATED AND LATER THAT SHE COULD BE THE SISTER OF MTMS CHARACTER IN ORDINARY PEOPLE SAY WHAT NO WAY THIS LADY WAS QUIRKY FROM THE ST,BKZ VBO ZHQQHR ADTA WCIW NQJJCUIMB RMDQMUN KKVZDXBHM QV OIXO IQY NUPAWMIWZL DIL OVBHM BKVB VCM FJCOY JH OPH NQVOMU JN POUV XPDMIFOMU DV RMLLIIUT XHJXOZ ADT EKVB QJ EDT BKDA OVLB RIV LCLMSB AZRH BKZ AW,20,19,17,15,14,10,8,8,7,7,6,5,5,5,4,3,3,2,2,1,1,1,1,0,0,0,1
I WAS BLUBBING LIKE AN IDIOT DURING THE LAST TEN MINUTES OF THIS EXCEPTIONAL PIECE OF TELEVISION I HAVE TO SAY THAT THE IDEA OF SITTING DOWN TO VIEW  MINUTES OF WHAT WAS BOUND TO BE PRETTY DEPRESSING ,Q YDA DOCDEQPJ TKNM CQ QFLWV GCTLVI WPG OIUW BGQ UKQCVHA QI BJLA GAKGSBKRVCO XKHKG RN VHTGYQULWP L PCYM VR ACB BJDB VKM KGMC RN ULBVLVI GWYQ BQ YQGZ  UKQCVHA QI EJDB YDA DRCPG BQ EM RUMVWG FHXTHAULVI ,20,19,19,12,12,11,10,6,6,5,5,5,5,4,4,4,3,3,2,2,2,1,1,0,0,0,1
THE ROMANIAN CINEMA IS LITTLE KNOWN OUT OF ROMANIA NO DIRECTORS FROM ROMANIA CAME OUT TO THE ATTENTION OF THE INTERNATIONAL PUBLIC AS SOME FROM OTHER COUNTRIES FROM EASTERN EUROPE LIKE HUNGARY CZEKOSL,TXP REXADTAD NIDPMQ TS BTTJWE AYOMY OKE OV COCLNYL NE OIHPCJZRI QREX REXADTA SLMU ZUJ EO JSE QETUYTYZN EQ TXP IDEEHYAJTODLL FFBBTC QD SEXE VCOC ZTXPR SZUDERYPS VCOC PAIEEHY EKCOFP LYVE XFNWLRO NZUVOIW,21,18,17,16,14,14,13,9,7,6,6,6,5,5,3,2,1,1,1,1,1,1,0,0,0,0,1
OUT OF THE MANY FILMS IVE SEEN TOMMY BOY IS A RARE FILM WHERE I CAN WATCH IT OVER AND OVER AND ITS STILL FUNNY DAVID SPADE AND THE LATE CHRIS FARLEY DO THEIR BEST IN THIS FILM AND IS A MUSTSEE BY ANYO,MEW MP WFO PYXB DSOKC LTO VCOQ RYPKI EMI LQ K UYBH DSOK GKCBH G MDL GDRMK GD RTOU YXG MFHP KQB SWQ CWGVO DEQLI GYFLB CSYNH YXG RRH JKWC MKPSV DKUJOB BY WFOLP LHQD LL DKGC IGVP YXG GC D KEVRCHC LB YXBM,17,15,15,13,12,11,8,8,8,7,7,7,7,6,4,3,3,3,2,1,0,0,0,0,0,0,1
RICHARD SCHICKELS  DOCUMENTARY ABOUT GARY COOPER  GARY COOPER AMERICAN LIFE AMERICAN LEGEND GIVES US A LOOK AT THE TREMENDOUS ALLAMERICAN STAR THROUGH HIS FILMS AND HIS LIFE NARRATED BY CLINT EASTWOOD,HCBXUQT MBXCBAYKI  XNSOLUHSQLX QVNKN FQLX SINFYQ  WUQO WNEJDH ULULHSUM BCEU ULULHSUM BYFUHC WCUUM TI U KEIJ QN SXY SHYLUHCEOR QFKQGDHCBQH RJUQ JBQEOFX BHI ZHBGR QHC XCR BCEU HZHLZJYC RS BBCMJ YZINVEIC,19,17,15,12,12,10,10,10,9,9,7,7,6,5,5,4,3,2,2,2,1,1,0,0,0,0,1
THIS MOVIE FEATURES SOME OF THE BEST ENSEMBLE WORK IVE SEEN IN FILM OR ON STAGE THE ACTORS PLAY OFF EACH OTHER WITH A SKILL AND VIVACITY THAT IN NO WAY CAN BE ACHIEVED THROUGH EDITINGLOVE JONES A GOOD,NMFM RLPNB ZJXNZOYX PIRB IK QBJ YYXQ YSPYRYFJ TIWH CAB MJBH NK ZNIG TO IS PNFDY YEY FZNTOM UIUD LZK BUHE IYEYW TCYE U XHCQI USA PNSUHFND QBFQ CS KI BXS HXH GB UHECJSYI QBWLOLE YIFNNKAQLPJ GISBM F DITA,22,15,14,13,13,10,10,10,6,6,6,5,5,4,4,4,3,3,3,2,2,1,1,0,0,0,1
BRIDGESS DRAMA ABOUT A REPORTER WHO DISCOVERS SOME FLAWS IN THE SAFETY PRECAUTIONS TAKEN AT A NUCLEAR POWERPLANT IS DIRECTED WELL AND A PRETTY INTERESTING FILM FROM THE LATE S ITS NOT AMAZING BUT ITS ,DPRFENUQ MTYVC YKQSC C PNRMAVCA YFX FGBEMEGPB UMVG DUCUB KL CJC BCDNVW YTCLCSCKMWU RJMCW CR J PSLNCJT NXYCARJJPR RU BRTCLVCM YCUN YWF Y YTCCVW RPRNTCBVGWI DRNK OTMV VFN NYCG Q RVQ WQR JOYIKLP DSC KRB ,19,19,17,13,13,12,10,9,7,6,5,5,4,4,4,4,3,3,3,2,1,1,1,0,0,0,1
THIS MOVIE IS ENGAGING FROM START TO FINISH WITH EXCELLENT PERFORMANCES A GREAT SOUNDTRACK WITH ORIGINAL MUSIC BY DOUGLAS BROWN AND A WELL PACED SCRIPT THATS FULL OF SURPRISESFULL OF NEW AND NOT SO NE,HUTG ZZJVP WF PBTLUVYU SCCZ DHNCH GZ TVYWFS KVEV RIQRWZRYH CPFSZFZLBPPG N RFRLH FZIAOHELQX HWGS CETUVYOY XIFTQ OJ RBFUYLG OCCJY OAO O JPZY AOPPR FNFVAH GSOGD THWZ BQ GHCDETGRDTHWZ BQ BRH OAO BBE GB YS,14,13,13,13,13,13,12,11,10,7,6,6,6,5,5,5,4,4,2,1,1,1,1,0,0,0,1
IF YOU PUT SEINFELD ASIDE THIS IS THE BEST COMEDY EVER NO DOUBT JUST GREATTHE KING OF QUEENS JUST FINISHED ITS EIGHTH SEASON OF DOMESTIC BLISS SET IN THE WORKINGCLASS SUBURB OF QUEENS NEW YORK THE SHO,BJ BHY SNX VXMQYIOW EVBHH MLLL MV MLH UIVM GRFIGR IYXV QH HRNFW CYVM KUXEWMLH DMQZ SI JYHXRV CYVM JLGMVAIG BXV XMJAXK LIDLSQ HJ GHQHLXLV FOBWV LIW BR WAI ZHVNBRJVPDLW VNFXKF RY UXXIQL RHP CRKO WAI VAS,22,21,15,14,12,10,9,9,6,6,5,5,4,4,3,3,3,3,2,2,2,2,1,1,0,0,1
